{'transaction_id': '3b2c26c0-a727-4ad4-a805-7888941ab4fa', 'amount': 46116.87, 'timestamp': '2025-05-27T15:31:12.136472', 'location': 'CHI', 'card_id': '1f9057f4-008f-483b-84bd-f17af1ab23de', 'merchant_id': '7938', 'risk': 50, 'fraud': True}
{'transaction_id': '7e323963-fffb-4cc6-8956-e92267fce24c', 'amount': 23663.8, 'timestamp': '2025-05-27T10:07:34.137322', 'location': 'LA', 'card_id': 'ed63e8ee-f6da-4d5d-96bd-1db3d5604cba', 'merchant_id': '3057', 'risk': 50, 'fraud': True}
{'transaction_id': '709e52ed-5b1e-4d11-9ccc-3e06588f69e7', 'amount': 23248.98, 'timestamp': '2025-05-27T13:05:09.137329', 'location': 'BOS', 'card_id': '9476b3ec-825f-4181-99bd-b1552076dbe6', 'merchant_id': '8796', 'risk': 50, 'fraud': True}
{'transaction_id': '11c15324-d67b-4ec3-8028-22f6257769da', 'amount': 47584.18, 'timestamp': '2025-05-27T00:12:14.137336', 'location': 'SEA', 'card_id': 'a71f54af-b497-495f-8012-5ea296a9734f', 'merchant_id': '4171', 'risk': 50, 'fraud': True}
{'transaction_id': 'e5f8c9db-73d1-444b-8dc2-a422f5060bee', 'amount': 32568.89, 'timestamp': '2025-05-26T22:53:47.137351', 'location': 'CHI', 'card_id': 'dc64d851-b6cd-4162-ade9-954636494a89', 'merchant_id': '5005', 'risk': 50, 'fraud': True}
{'transaction_id': 'e4bdeb78-9865-4e7b-b98b-2f83b763d5a6', 'amount': 29168.94, 'timestamp': '2025-05-27T11:23:40.137365', 'location': 'BOS', 'card_id': '8416f646-df92-4497-addf-2925a7d8a689', 'merchant_id': '8832', 'risk': 50, 'fraud': True}
{'transaction_id': '8b297ba5-4ae8-4fcd-a48b-896f8580d92d', 'amount': 31694.68, 'timestamp': '2025-05-27T14:33:22.137372', 'location': 'SF', 'card_id': '15770763-3081-45ce-b700-8a845e852f70', 'merchant_id': '8264', 'risk': 50, 'fraud': True}
{'transaction_id': '01d63b97-699c-456c-b6a8-ad343f702198', 'amount': 37192.95, 'timestamp': '2025-05-27T08:23:13.137406', 'location': 'LA', 'card_id': 'fefb4893-a992-4f03-917e-7e546e7ce72c', 'merchant_id': '5760', 'risk': 50, 'fraud': True}
{'transaction_id': 'e6f69a89-cdfd-4cac-84d4-8a1d905b7909', 'amount': 24619.59, 'timestamp': '2025-05-27T01:20:03.137413', 'location': 'SEA', 'card_id': '4345013f-bba4-45b3-acf1-b86eb408a671', 'merchant_id': '2384', 'risk': 50, 'fraud': True}
{'transaction_id': 'bb18971a-86c9-42ca-a4ce-a348e5c5f280', 'amount': 28876.76, 'timestamp': '2025-05-27T06:53:16.137427', 'location': 'CHI', 'card_id': '516be436-7cd9-4f6f-a785-902636ea2914', 'merchant_id': '4750', 'risk': 50, 'fraud': True}
{'transaction_id': 'abf200d7-2fbc-4649-8fcb-5cc795e7fddc', 'amount': 21876.85, 'timestamp': '2025-05-27T13:43:36.137435', 'location': 'NY', 'card_id': '3edb047a-c765-4ab1-a0a3-19e9f4051c75', 'merchant_id': '6227', 'risk': 50, 'fraud': True}
{'transaction_id': 'fa884abd-57e1-44bb-a684-bd52bda5a5ab', 'amount': 33947.73, 'timestamp': '2025-05-26T21:41:59.137442', 'location': 'BOS', 'card_id': '44f7186a-34b4-4d13-8cae-9dd0fda31146', 'merchant_id': '9609', 'risk': 70, 'fraud': True}
{'transaction_id': '36e05324-5b9e-4ac9-b393-6437cd798878', 'amount': 24339.61, 'timestamp': '2025-05-27T08:29:14.137449', 'location': 'SF', 'card_id': '5a32a189-c6e5-4fc1-9d53-413088c38a58', 'merchant_id': '7117', 'risk': 50, 'fraud': True}
{'transaction_id': '00b21ed7-f952-43ba-81ec-e0e9c186b109', 'amount': 31791.9, 'timestamp': '2025-05-26T20:39:12.137464', 'location': 'LA', 'card_id': '169d62d8-efe9-4ee1-8076-f806f1ae8c9b', 'merchant_id': '7757', 'risk': 50, 'fraud': True}
{'transaction_id': '8b0822a4-1644-461f-8bd5-36a829e1fd13', 'amount': 34702.41, 'timestamp': '2025-05-27T02:49:12.137472', 'location': 'SEA', 'card_id': 'fc18cc81-2fdd-4743-9f58-a00599ed0bce', 'merchant_id': '7060', 'risk': 50, 'fraud': True}
{'transaction_id': '4a927251-1d4e-4343-93cb-6fbb273cc0a7', 'amount': 22919.0, 'timestamp': '2025-05-26T19:40:50.137479', 'location': 'BOS', 'card_id': 'aa8028aa-2f4c-498c-add5-d44426e1994f', 'merchant_id': '6852', 'risk': 50, 'fraud': True}
{'transaction_id': 'e3f0468d-6d5d-4462-8254-ef7684de5608', 'amount': 42521.41, 'timestamp': '2025-05-27T12:37:47.137501', 'location': 'BOS', 'card_id': '0a37cd61-01fa-43e3-81f6-a72e2d3d23e1', 'merchant_id': '6099', 'risk': 70, 'fraud': True}
{'transaction_id': 'e62c53d4-0044-4b45-9aad-b72298960f32', 'amount': 32287.69, 'timestamp': '2025-05-27T18:41:29.137508', 'location': 'DAL', 'card_id': '0a33efc9-59f9-473d-83ef-bfc69d437618', 'merchant_id': '7086', 'risk': 50, 'fraud': True}
{'transaction_id': 'b9e3621a-448c-4548-8b58-6846bcfae5d6', 'amount': 47509.07, 'timestamp': '2025-05-27T04:51:35.137515', 'location': 'BOS', 'card_id': 'd1780dce-0f49-4a91-a5fa-93021ba36cad', 'merchant_id': '5863', 'risk': 50, 'fraud': True}
{'transaction_id': 'c5d2c7c3-9eb6-4c52-b5cc-117208a65a1d', 'amount': 31316.54, 'timestamp': '2025-05-27T13:20:24.137522', 'location': 'ATL', 'card_id': '6a76f07d-21a7-461a-8cd0-953efb86525b', 'merchant_id': '7852', 'risk': 50, 'fraud': True}
{'transaction_id': 'c0854b10-0ef0-4e11-b444-6ce176602441', 'amount': 40290.59, 'timestamp': '2025-05-27T00:14:27.137530', 'location': 'SEA', 'card_id': 'edbe6127-f63a-4466-b464-bd6df8e47218', 'merchant_id': '5794', 'risk': 50, 'fraud': True}
{'transaction_id': '60034d30-5dcd-40c9-85e7-fe859110d12f', 'amount': 34476.98, 'timestamp': '2025-05-27T00:22:32.137537', 'location': 'BOS', 'card_id': '7ac643ed-5a26-4008-9195-d77b222a29f5', 'merchant_id': '7309', 'risk': 70, 'fraud': True}
{'transaction_id': '8ec304fc-8cff-4cd1-890e-c4b8b804ba3d', 'amount': 49344.89, 'timestamp': '2025-05-26T21:31:05.137545', 'location': 'LA', 'card_id': '908c8fde-c245-4b87-a15a-dec6d677dc08', 'merchant_id': '8490', 'risk': 50, 'fraud': True}
{'transaction_id': 'e21a112e-9fac-40a5-8f4c-2a3323e27705', 'amount': 26896.72, 'timestamp': '2025-05-27T13:43:35.137552', 'location': 'SF', 'card_id': '1c07c96d-ca96-468e-afa5-86886fb9e820', 'merchant_id': '3274', 'risk': 50, 'fraud': True}
{'transaction_id': '249f0feb-6166-4c25-9569-87c90a0562d6', 'amount': 39651.38, 'timestamp': '2025-05-27T04:49:53.137596', 'location': 'BOS', 'card_id': '03b650a4-7df1-40be-93c7-0a6f469f5f1b', 'merchant_id': '1016', 'risk': 50, 'fraud': True}
{'transaction_id': '28253dfb-d848-4013-bbf3-f55ff51048c3', 'amount': 49824.4, 'timestamp': '2025-05-27T00:28:51.137604', 'location': 'LA', 'card_id': '51c17b2c-6d27-4e8a-a898-00542047d90b', 'merchant_id': '8010', 'risk': 50, 'fraud': True}
{'transaction_id': '088d7835-05e9-4c45-ac21-5100aaa121e6', 'amount': 28759.09, 'timestamp': '2025-05-27T15:08:25.137627', 'location': 'ATL', 'card_id': 'edeef00c-d16d-44f4-93e3-4dc252713de2', 'merchant_id': '2863', 'risk': 50, 'fraud': True}
{'transaction_id': '5d8bc065-64d8-4fef-a0f3-ac59fb5b51d3', 'amount': 44756.78, 'timestamp': '2025-05-27T09:06:51.137634', 'location': 'ATL', 'card_id': 'dc5e8eca-4055-4468-80c8-14a4dde855cc', 'merchant_id': '6285', 'risk': 50, 'fraud': True}
{'transaction_id': '462ffecd-3efc-4390-be9b-34b85381f80e', 'amount': 22023.49, 'timestamp': '2025-05-27T15:00:03.137641', 'location': 'ATL', 'card_id': 'ff5e30ec-c1e4-4789-8a9e-b7784e16c1ce', 'merchant_id': '4641', 'risk': 50, 'fraud': True}
{'transaction_id': 'f9b676b5-a97d-4eae-b828-3d579b10b0dd', 'amount': 43763.67, 'timestamp': '2025-05-27T06:52:53.137649', 'location': 'ATL', 'card_id': '78336b39-64b0-4737-9345-6e0d9c7151c7', 'merchant_id': '2272', 'risk': 50, 'fraud': True}
{'transaction_id': 'ef534b92-2bdd-42f3-8049-4f8d2f9569dc', 'amount': 35781.13, 'timestamp': '2025-05-27T08:55:31.137685', 'location': 'BOS', 'card_id': 'abcc560d-c227-457f-8b2c-68454113b917', 'merchant_id': '7066', 'risk': 50, 'fraud': True}
{'transaction_id': '953a19c9-9fac-4758-a123-a1499f0393d5', 'amount': 46958.23, 'timestamp': '2025-05-27T18:31:32.137692', 'location': 'LA', 'card_id': '19686c9f-bf36-451d-bbbf-f952e2c7995f', 'merchant_id': '9509', 'risk': 70, 'fraud': True}
{'transaction_id': '609585e6-c579-40f0-a7eb-8485fc978756', 'amount': 28984.17, 'timestamp': '2025-05-27T18:42:11.137699', 'location': 'DAL', 'card_id': 'ce29c1d3-19a7-4eaa-bbef-2c125c1455fd', 'merchant_id': '3813', 'risk': 50, 'fraud': True}
{'transaction_id': '9e5a6b4e-47f9-4501-8cd8-54068a6aa92f', 'amount': 33376.12, 'timestamp': '2025-05-27T04:49:00.137707', 'location': 'CHI', 'card_id': 'a9b3589b-1c68-45c7-93eb-a3883e98f0c9', 'merchant_id': '2689', 'risk': 70, 'fraud': True}
{'transaction_id': '60d63592-ef61-4f83-8ede-9aa9f6bbde1b', 'amount': 31953.68, 'timestamp': '2025-05-27T14:24:35.137724', 'location': 'SEA', 'card_id': '6e071e35-d2a9-4c86-bf62-4c09ab56e4ed', 'merchant_id': '2937', 'risk': 50, 'fraud': True}
{'transaction_id': 'ef064492-5eda-4f28-8224-bc1dcea4ef02', 'amount': 38343.67, 'timestamp': '2025-05-27T14:22:42.137767', 'location': 'LA', 'card_id': '8a1ab1d3-31b9-468e-9ee4-9d688402f161', 'merchant_id': '5795', 'risk': 50, 'fraud': True}
{'transaction_id': 'a7fdb631-3093-42d6-8a2a-68d03ca71bae', 'amount': 20662.09, 'timestamp': '2025-05-27T04:28:09.137778', 'location': 'DAL', 'card_id': '674d1967-7b07-4b6e-b7e6-1486750874f0', 'merchant_id': '5242', 'risk': 50, 'fraud': True}
{'transaction_id': '6c50629c-6a73-4f14-aa52-eea805f9a8af', 'amount': 36493.95, 'timestamp': '2025-05-27T17:10:00.137787', 'location': 'BOS', 'card_id': 'ccd9f171-05a8-4ec9-b84a-3d9335189d83', 'merchant_id': '8924', 'risk': 50, 'fraud': True}
{'transaction_id': 'b3e7eb74-d00b-47ab-aa05-bdd916e6695d', 'amount': 29292.78, 'timestamp': '2025-05-27T02:05:23.137795', 'location': 'DAL', 'card_id': '45c5f568-b95c-4244-ba26-01128827be01', 'merchant_id': '5200', 'risk': 50, 'fraud': True}
{'transaction_id': '239e135f-e989-4399-8e14-0457ba83ed3b', 'amount': 34448.34, 'timestamp': '2025-05-26T19:12:18.137803', 'location': 'SF', 'card_id': 'bd1b9a86-a90b-462f-922e-d16c07dae90c', 'merchant_id': '8499', 'risk': 70, 'fraud': True}
{'transaction_id': '3c623922-b422-49d9-872c-8e3d245b71b1', 'amount': 20833.93, 'timestamp': '2025-05-27T17:35:49.137819', 'location': 'SEA', 'card_id': '7778adde-1bf3-4f5b-be58-f5bce48978e1', 'merchant_id': '7129', 'risk': 70, 'fraud': True}
{'transaction_id': '2b40392b-b228-435d-8251-9779f1d8b4be', 'amount': 29732.56, 'timestamp': '2025-05-27T17:37:12.137835', 'location': 'LA', 'card_id': '1c3c0c69-8577-4d1a-9c51-c4af7de5f699', 'merchant_id': '8537', 'risk': 50, 'fraud': True}
{'transaction_id': '04cc1ca3-3bd0-4fe5-8905-d3e54f6d9e11', 'amount': 30528.77, 'timestamp': '2025-05-27T17:24:50.137843', 'location': 'DAL', 'card_id': 'a310d9a2-c5c5-4e22-8201-e8a068a194e9', 'merchant_id': '4008', 'risk': 50, 'fraud': True}
{'transaction_id': '61c22aed-236b-46db-b475-ce4d7d23dae2', 'amount': 37817.4, 'timestamp': '2025-05-27T09:19:59.137866', 'location': 'LA', 'card_id': '3f7072ac-96e8-4658-a5fa-2a8085c6abee', 'merchant_id': '3909', 'risk': 70, 'fraud': True}
{'transaction_id': '5b246a0e-4980-489e-8d11-0b9093f3933c', 'amount': 26271.17, 'timestamp': '2025-05-26T22:55:46.137900', 'location': 'LA', 'card_id': 'fce7cbf3-e325-4c1c-a9e7-e65c96e5d66a', 'merchant_id': '9184', 'risk': 50, 'fraud': True}
{'transaction_id': 'e2de1ef9-0bcf-4a76-b5fd-c4248ec11331', 'amount': 47397.32, 'timestamp': '2025-05-27T04:17:36.137933', 'location': 'DAL', 'card_id': 'addc5d73-0509-41ab-baae-1bbb44020292', 'merchant_id': '2660', 'risk': 50, 'fraud': True}
{'transaction_id': 'dd4cf28e-bbf7-45ed-b99b-1eac078dc1af', 'amount': 36060.97, 'timestamp': '2025-05-27T18:57:20.137976', 'location': 'DAL', 'card_id': '2b9277d8-ec2c-4ed2-ba64-809738a360f2', 'merchant_id': '2807', 'risk': 50, 'fraud': True}
{'transaction_id': '9d2861e8-3bd3-4aa4-a5b5-2d15cb94efa1', 'amount': 21409.82, 'timestamp': '2025-05-27T10:03:57.137992', 'location': 'ATL', 'card_id': '5e0a96e8-9bde-498e-872c-7626f3666975', 'merchant_id': '2376', 'risk': 50, 'fraud': True}
{'transaction_id': 'fd03899f-edbd-4379-9610-5948553366b7', 'amount': 26135.85, 'timestamp': '2025-05-27T14:01:57.137999', 'location': 'ATL', 'card_id': '3a9a6054-a76d-40b5-a8b1-e8c5ca8952c2', 'merchant_id': '4134', 'risk': 50, 'fraud': True}
{'transaction_id': 'a4042c5b-29f4-4c91-83e4-be0d5263ea29', 'amount': 31065.63, 'timestamp': '2025-05-27T02:56:20.138015', 'location': 'DAL', 'card_id': 'ca417e12-304b-4298-984f-5bd1ed5cd46a', 'merchant_id': '6143', 'risk': 50, 'fraud': True}
{'transaction_id': 'f7d38ca9-cbf0-4e29-8066-8d931f769a03', 'amount': 31384.38, 'timestamp': '2025-05-27T02:24:55.138022', 'location': 'DAL', 'card_id': 'c46761ca-1e56-4edd-8c25-e31f04e6c10a', 'merchant_id': '6474', 'risk': 50, 'fraud': True}
{'transaction_id': '7583e81f-95c2-473e-83f8-9a5842dbd52d', 'amount': 20368.64, 'timestamp': '2025-05-27T06:01:57.138045', 'location': 'SF', 'card_id': 'f5b7ec81-d779-4a65-bc63-0dfc19fc4778', 'merchant_id': '6185', 'risk': 50, 'fraud': True}
{'transaction_id': '1d90add6-9dcd-450e-8618-07bec6695a36', 'amount': 28281.58, 'timestamp': '2025-05-27T07:04:11.138053', 'location': 'LA', 'card_id': '8d5c0142-e701-49f2-b499-d48ffaec8e6c', 'merchant_id': '4044', 'risk': 50, 'fraud': True}
{'transaction_id': 'e18bd98b-ed10-4cb7-a5de-4b23828665b1', 'amount': 20421.87, 'timestamp': '2025-05-27T14:09:44.138060', 'location': 'BOS', 'card_id': 'deccb6c9-f96b-4ca2-909a-54eb0a6d015a', 'merchant_id': '9471', 'risk': 50, 'fraud': True}
{'transaction_id': '179d3645-e7ad-4f43-95d6-5e2cfa6f04b6', 'amount': 22939.9, 'timestamp': '2025-05-27T04:29:37.138077', 'location': 'BOS', 'card_id': '1ed417d5-2ee3-4984-83f7-a3edea1b6ef9', 'merchant_id': '1438', 'risk': 50, 'fraud': True}
{'transaction_id': 'df2b46a6-bbbf-494c-89f7-b9a538f29f2d', 'amount': 30711.61, 'timestamp': '2025-05-27T05:07:59.138093', 'location': 'NY', 'card_id': '0456c623-4efb-4961-96bf-1386dc96454e', 'merchant_id': '3721', 'risk': 50, 'fraud': True}
{'transaction_id': '0e23bd13-3cd9-4040-bb1b-e5b17ca2607d', 'amount': 48066.24, 'timestamp': '2025-05-27T10:13:32.138108', 'location': 'DAL', 'card_id': '56454345-eeff-4154-8530-a25521cd31de', 'merchant_id': '4048', 'risk': 50, 'fraud': True}
{'transaction_id': 'be2ec3f6-16bb-467d-b641-392fb7cac517', 'amount': 40861.94, 'timestamp': '2025-05-26T19:55:36.138116', 'location': 'ATL', 'card_id': '1fb298ce-3910-40f8-ac48-1d498c9203c0', 'merchant_id': '7074', 'risk': 50, 'fraud': True}
{'transaction_id': '6643d537-9bf3-4bdf-b332-5f156c4e80c9', 'amount': 33929.55, 'timestamp': '2025-05-27T09:47:20.138123', 'location': 'DAL', 'card_id': '4b7060cc-d86f-4e61-9e88-28921575c744', 'merchant_id': '9909', 'risk': 70, 'fraud': True}
{'transaction_id': 'fa896243-09c1-433f-b659-3bec0b4b538f', 'amount': 43431.39, 'timestamp': '2025-05-27T16:45:34.138153', 'location': 'ATL', 'card_id': '080b5a22-e70c-40bb-a497-a5e0be794d36', 'merchant_id': '9760', 'risk': 50, 'fraud': True}
{'transaction_id': '5b0f7f3c-9803-4e0b-a700-eece1443481f', 'amount': 32702.94, 'timestamp': '2025-05-27T13:38:16.138168', 'location': 'NY', 'card_id': '6ac87195-b254-45d8-adab-e2f2435f5438', 'merchant_id': '3212', 'risk': 50, 'fraud': True}
{'transaction_id': '470e3aa5-5fbb-40aa-9b31-e2df68bd3be2', 'amount': 34967.73, 'timestamp': '2025-05-27T17:39:03.138176', 'location': 'DAL', 'card_id': '6d26c0ac-e3a9-47cf-b38e-921fc22a65dd', 'merchant_id': '7180', 'risk': 50, 'fraud': True}
{'transaction_id': 'edc8bcfb-1110-4536-85ff-47e6d0dd4d5b', 'amount': 31074.41, 'timestamp': '2025-05-26T22:58:09.138183', 'location': 'ATL', 'card_id': '09a0dbe0-d8a2-456c-9531-1c5b2a591b45', 'merchant_id': '7123', 'risk': 50, 'fraud': True}
{'transaction_id': '9894b1b4-5441-49df-8742-86beabb8ca4b', 'amount': 28799.35, 'timestamp': '2025-05-27T11:09:18.138198', 'location': 'CHI', 'card_id': 'b0b7d5d9-5699-4bd7-ad3c-559e0bbdb775', 'merchant_id': '2130', 'risk': 50, 'fraud': True}
{'transaction_id': '4f012838-3c7f-47f6-97b2-e2dbeffa8e4d', 'amount': 47648.89, 'timestamp': '2025-05-27T10:14:23.138206', 'location': 'BOS', 'card_id': '028aa6a1-5f3c-4977-94bc-90a45f7c2b57', 'merchant_id': '5144', 'risk': 50, 'fraud': True}
{'transaction_id': '67447f23-b070-4906-9024-123f3181bf6c', 'amount': 21394.81, 'timestamp': '2025-05-27T01:22:28.138214', 'location': 'CHI', 'card_id': 'a1b12d92-4393-49b0-8c13-51acb36e0e5e', 'merchant_id': '3529', 'risk': 70, 'fraud': True}
{'transaction_id': '0deef47b-4de5-4651-92e7-c5f827a3928c', 'amount': 46326.98, 'timestamp': '2025-05-27T06:01:31.138221', 'location': 'DAL', 'card_id': 'bf194f9d-1964-4e18-ba8a-62613c3d545d', 'merchant_id': '5379', 'risk': 70, 'fraud': True}
{'transaction_id': '90f8f9d0-d105-468d-bdca-6f50c84bea66', 'amount': 40225.47, 'timestamp': '2025-05-27T00:32:35.138260', 'location': 'CHI', 'card_id': '1bdd75cf-af28-49b3-9c81-e7c70fe156f1', 'merchant_id': '6380', 'risk': 50, 'fraud': True}
{'transaction_id': '8c1fca81-8026-43c7-9780-83a9c0ef2d23', 'amount': 35320.84, 'timestamp': '2025-05-27T15:57:11.138267', 'location': 'ATL', 'card_id': 'd2a102e1-4b26-4fc0-9e42-2275f097e303', 'merchant_id': '5358', 'risk': 50, 'fraud': True}
{'transaction_id': 'd83dc85e-38f4-4629-98ae-4f7fc34fb9da', 'amount': 48630.46, 'timestamp': '2025-05-27T16:48:53.138274', 'location': 'NY', 'card_id': '51aada6d-c5cb-43ca-a92e-060f27c382fb', 'merchant_id': '5325', 'risk': 50, 'fraud': True}
{'transaction_id': 'ffae7f55-bc27-4e1c-b5cd-28c555a54d42', 'amount': 42254.26, 'timestamp': '2025-05-26T23:59:22.138295', 'location': 'SEA', 'card_id': 'c1d36f9c-06bb-4f23-834e-83af7def361d', 'merchant_id': '7269', 'risk': 70, 'fraud': True}
{'transaction_id': '5475f46d-1222-42d7-93d9-8d34f9e9308c', 'amount': 42712.55, 'timestamp': '2025-05-26T21:02:32.138303', 'location': 'NY', 'card_id': '32d9e89c-2f80-421d-ae0e-5b412bf56d8e', 'merchant_id': '1926', 'risk': 50, 'fraud': True}
{'transaction_id': 'c2af2d80-e81c-4643-baa1-6009aae21b97', 'amount': 22670.82, 'timestamp': '2025-05-27T01:33:12.138310', 'location': 'SF', 'card_id': '0e159260-30e3-40a7-a0fe-28b77d55b561', 'merchant_id': '3424', 'risk': 50, 'fraud': True}
{'transaction_id': 'bcd8986a-a598-4997-87bf-e0d338956176', 'amount': 39767.58, 'timestamp': '2025-05-27T13:03:31.138331', 'location': 'DAL', 'card_id': 'aa07f0b2-88da-4282-b052-af4a9138bd64', 'merchant_id': '3378', 'risk': 50, 'fraud': True}
{'transaction_id': '0b8ce59c-27b4-4a5c-9944-ac81db0ddd5c', 'amount': 43504.57, 'timestamp': '2025-05-27T05:49:09.138345', 'location': 'SEA', 'card_id': '93d6f079-9408-4fd7-a3ec-ce158bac928c', 'merchant_id': '7976', 'risk': 50, 'fraud': True}
{'transaction_id': 'd5aad6e9-242e-4b7a-bc2a-4f586bf636e9', 'amount': 20464.42, 'timestamp': '2025-05-26T19:09:26.138359', 'location': 'ATL', 'card_id': '288a57d6-b1cb-4d98-9996-c8ff826ceaea', 'merchant_id': '2677', 'risk': 50, 'fraud': True}
{'transaction_id': '95a4e9c9-061c-49fa-8df1-4e7354e0ffd6', 'amount': 28481.77, 'timestamp': '2025-05-26T19:41:01.138373', 'location': 'NY', 'card_id': 'ba4a3647-6b3f-4a5d-ae9d-ea168ad75375', 'merchant_id': '3149', 'risk': 70, 'fraud': True}
{'transaction_id': 'd678f0db-f9f5-48d6-bd4f-5cc36651123f', 'amount': 48407.45, 'timestamp': '2025-05-27T10:12:08.138381', 'location': 'LA', 'card_id': '9ecfbcd3-2fb2-47f2-b665-df8a212227b0', 'merchant_id': '1374', 'risk': 50, 'fraud': True}
{'transaction_id': '1b49d0bd-2ef3-46af-8b30-6988c94a718c', 'amount': 25132.52, 'timestamp': '2025-05-27T12:14:15.138388', 'location': 'CHI', 'card_id': '9aced99c-816c-4680-acf3-cab5284c747d', 'merchant_id': '7383', 'risk': 50, 'fraud': True}
{'transaction_id': 'bed59139-d376-4e86-8c6a-d79c81204f6d', 'amount': 29993.17, 'timestamp': '2025-05-26T19:18:16.138395', 'location': 'NY', 'card_id': '2196a247-22fb-4fbd-8402-1d33749935d4', 'merchant_id': '8259', 'risk': 70, 'fraud': True}
{'transaction_id': 'f1ee310f-7150-4d6d-afda-179c4a9061c9', 'amount': 38079.23, 'timestamp': '2025-05-27T09:09:48.138416', 'location': 'SEA', 'card_id': 'b5947fb5-401a-4d53-a764-c118b42cac1e', 'merchant_id': '3147', 'risk': 50, 'fraud': True}
{'transaction_id': '1ee462f9-97e9-4e49-940b-001c1de8d9aa', 'amount': 45459.81, 'timestamp': '2025-05-26T21:30:20.138445', 'location': 'SEA', 'card_id': '9e3969cb-0bf6-481f-b1fd-a42de9b3318c', 'merchant_id': '2134', 'risk': 50, 'fraud': True}
{'transaction_id': 'e23ba39d-ab15-43e7-a1f7-b2a23a2341c8', 'amount': 45143.51, 'timestamp': '2025-05-27T00:58:59.138461', 'location': 'CHI', 'card_id': '2cd91567-8f73-4838-b513-4236e90e99d2', 'merchant_id': '9596', 'risk': 50, 'fraud': True}
{'transaction_id': '7864fc3a-47be-4da5-8150-e4541d11b396', 'amount': 26960.22, 'timestamp': '2025-05-27T15:39:49.138475', 'location': 'DAL', 'card_id': 'f368d257-cd27-4ddd-a094-f9fdd6ebe4f3', 'merchant_id': '4676', 'risk': 50, 'fraud': True}
{'transaction_id': '8c56eab6-aedf-4177-ab32-3b701cd3e581', 'amount': 34547.02, 'timestamp': '2025-05-26T21:06:53.138490', 'location': 'CHI', 'card_id': '2f420d3b-5f0d-4859-b441-f0fd586cd637', 'merchant_id': '1573', 'risk': 50, 'fraud': True}
{'transaction_id': '2dfcaa36-2ff5-4c4d-b704-5b9c726df3f5', 'amount': 27252.7, 'timestamp': '2025-05-26T20:02:18.138512', 'location': 'ATL', 'card_id': '0fca3ca9-74da-4465-abb6-7067d25d2469', 'merchant_id': '2871', 'risk': 50, 'fraud': True}
{'transaction_id': '4f786ca9-8b33-4958-8975-1843a9ebcfd4', 'amount': 22391.23, 'timestamp': '2025-05-27T09:26:30.138519', 'location': 'DAL', 'card_id': '63205f18-0df4-413b-9d08-85f30222df10', 'merchant_id': '3347', 'risk': 50, 'fraud': True}
{'transaction_id': '09d9f84c-7ee8-430f-8429-e8d829865db8', 'amount': 32506.94, 'timestamp': '2025-05-27T03:10:02.138534', 'location': 'ATL', 'card_id': '7d1f7798-c0aa-46a2-ae76-2056c6665975', 'merchant_id': '5847', 'risk': 50, 'fraud': True}
{'transaction_id': '20f0e946-6972-4885-9e6c-7f8a3a1a8d4c', 'amount': 20540.48, 'timestamp': '2025-05-27T18:15:55.138542', 'location': 'SEA', 'card_id': '863fb69b-aebe-489c-bba9-fa324868b55d', 'merchant_id': '3403', 'risk': 50, 'fraud': True}
{'transaction_id': 'e14e546a-cfde-4da2-9d92-373d5478a3db', 'amount': 33061.36, 'timestamp': '2025-05-27T06:21:24.138550', 'location': 'LA', 'card_id': '5a2f4870-a8fa-4204-ae64-fb5d57eba7d9', 'merchant_id': '7519', 'risk': 70, 'fraud': True}
{'transaction_id': '790007ae-f3fe-411d-9175-6747370ade92', 'amount': 27061.43, 'timestamp': '2025-05-27T04:15:15.138557', 'location': 'SF', 'card_id': 'e1f63d7a-c012-4c57-8539-7861b5bb4632', 'merchant_id': '1276', 'risk': 50, 'fraud': True}
{'transaction_id': '80d68236-0929-4b35-b181-e12c1bc2465c', 'amount': 32463.51, 'timestamp': '2025-05-26T19:39:34.138595', 'location': 'BOS', 'card_id': 'df0666d4-6c78-4d26-b20c-abf515ea9f42', 'merchant_id': '8187', 'risk': 50, 'fraud': True}
{'transaction_id': '175aeecc-10a1-4bcb-8872-7f6f125d6c75', 'amount': 35992.16, 'timestamp': '2025-05-26T22:08:36.138602', 'location': 'BOS', 'card_id': 'ce886da1-3781-4510-9da8-938bc4864219', 'merchant_id': '8708', 'risk': 50, 'fraud': True}
{'transaction_id': '8dbafa5c-c820-414d-8357-7d57a016bd27', 'amount': 30027.18, 'timestamp': '2025-05-27T15:25:06.138610', 'location': 'BOS', 'card_id': 'f56a8669-efe8-4aa7-b890-f9b577440229', 'merchant_id': '6002', 'risk': 50, 'fraud': True}
{'transaction_id': '6e3e9c71-7274-432a-a2fb-86177593835a', 'amount': 28088.56, 'timestamp': '2025-05-27T09:57:23.138618', 'location': 'NY', 'card_id': '033deba4-9c9c-43c5-809d-18008659876f', 'merchant_id': '7755', 'risk': 50, 'fraud': True}
{'transaction_id': '82ef0eee-1e76-4445-8542-a6217bb60430', 'amount': 41196.1, 'timestamp': '2025-05-27T00:43:11.138633', 'location': 'SF', 'card_id': '8ab51aec-d38f-4f7f-b193-64ebc07af75d', 'merchant_id': '1605', 'risk': 50, 'fraud': True}
